,Crops,WQ
87,13.470939999999999,0.206
88,13.470939999999999,0.195
89,72.93474,2.72
90,72.93474,2.29
91,121.46718,1.25
92,121.46718,0.951
93,24.25135,0.195
94,24.25135,0.259
95,97.87116,1.36
96,97.87116,0.337
97,0.01,0.393
98,0.0,0.764
99,2.87672,0.195
100,640.01793,9.15
101,640.01793,9.9
102,640.01793,0.195
103,640.01793,0.194
104,38.093790000000006,0.195
105,38.093790000000006,0.195
106,640.01793,0.194
107,640.01793,0.193
108,30.805259999999997,0.195
109,30.805259999999997,0.195
110,32.26073,0.8340000000000001
111,703.3009099999999,0.195
112,245.83515,7.57
113,195.19066,5.61
114,195.19066,3.37
115,167.07074,1.07
116,167.07074,1.03
117,1468.42322,10.1
118,1468.42322,9.77
119,75.45145,0.274
120,75.45145,0.195
121,60.36271,0.195
122,60.36271,0.195
123,47.55983,1.68
124,47.55983,1.49
125,28.51326,4.39
126,28.51326,3.7
127,18.15689,6.53
128,18.15689,6.84
129,407.6949,0.295
130,407.6949,0.195
131,357.08251,0.195
132,357.08251,0.7340000000000001
133,357.08251,9.88
134,357.08251,8.88
135,1092.92081,0.195
136,1092.92081,0.195
137,435.30954,0.195
138,435.30954,0.195
139,136.80708,0.195
140,136.80708,0.195
141,406.35542999999996,0.19
142,406.35542999999996,0.195
143,25.21044,7.74
144,46.32482,2.73
145,46.32482,1.48
146,37.34106,2.16
147,136.80708,3.72
148,73.82927,0.519
149,97.87116,0.195
150,19.33899,9.4
151,433.93867,0.648
152,433.93867,0.194
153,1201.3083800000002,0.195
154,1201.3083800000002,0.195
155,1262.5385800000001,4.72
156,1262.5385800000001,5.65
157,1625.57536,0.195
158,1625.57536,0.195
159,1209.84502,11.8
160,1209.84502,10.6
161,1352.92222,0.195
162,1352.92222,7.52
163,947.25264,5.82
164,947.25264,5.25
165,972.87172,9.9
166,1080.6178400000001,5.2
167,1080.6178400000001,5.43
168,1611.0473,7.01
169,1611.0473,6.91
170,1410.99294,4.88
171,1410.99294,4.66
172,1262.86354,10.6
173,1262.86354,9.48
174,1375.21462,7.28
175,1375.21462,7.05
176,1074.19411,0.856
177,1074.19411,0.92
178,991.1624099999999,10.4
179,991.1624099999999,9.81
180,1837.49757,11.8
181,1837.49757,9.52
182,1456.39083,0.195
183,1602.0810900000001,2.43
184,1602.0810900000001,2.55
185,1350.33546,0.195
186,1350.33546,0.195
187,1687.84633,0.195
188,1687.84633,0.195
189,1687.84633,0.195
190,1687.84633,0.195
191,1501.13431,0.195
192,1413.3252,0.195
193,1413.3252,0.195
194,1417.17974,0.195
195,1417.17974,0.195
196,1528.45801,11.0
197,1528.45801,11.1
198,1612.60096,2.99
199,1612.60096,0.188
200,2044.70937,3.63
201,2044.70937,4.15
202,1213.23446,1.13
203,1213.23446,1.45
204,1213.23446,0.195
205,1213.23446,0.195
206,1260.20462,0.195
207,1260.20462,0.195
208,1612.0096,0.195
209,1612.0096,0.195
210,1209.61383,0.195
211,1209.61383,0.195
212,604.71205,0.195
213,604.71205,0.195
214,1597.80277,3.1
215,1597.80277,3.37
216,626.84784,0.195
217,626.84784,0.195
218,1774.0227899999998,0.195
219,1774.0227899999998,0.195
220,1678.90803,2.96
221,1678.90803,3.93
222,1528.45801,1.75
223,1528.45801,2.69
224,1555.4374599999999,0.221
225,1555.4374599999999,0.187
226,1806.681,0.195
227,1806.681,0.195
228,1409.25327,0.195
229,1409.25327,0.188
230,1496.23622,1.59
231,1496.23622,1.4
232,1496.23622,0.254
233,1496.23622,0.195
234,1496.23622,0.166
235,1496.23622,0.195
236,1496.23622,0.195
237,1496.23622,0.206
238,1496.23622,0.195
239,1496.23622,0.195
240,1471.46719,0.563
241,1471.46719,0.483
242,1409.25327,0.195
243,1409.25327,0.115
244,1409.25327,0.57
245,1409.25327,0.914
246,1578.3294,0.685
247,1578.3294,0.195
248,1473.24749,0.195
249,1377.37761,0.195
250,1377.37761,0.188
251,2024.71015,0.195
252,1255.55487,0.195
253,1438.40547,2.78
254,1310.99919,10.4
255,1471.05544,9.89
256,1471.05544,9.14
257,1252.30823,11.2
258,842.1428699999999,6.32
259,842.1428699999999,6.38
260,1217.22668,5.22
261,1217.22668,5.18
262,1082.97227,4.16
263,1082.97227,4.45
264,817.0681,6.66
265,817.0681,6.03
266,1202.98612,5.74
267,1202.98612,5.53
268,733.77963,8.45
269,733.77963,7.99
270,348.25867999999997,1.47
271,348.25867999999997,1.65
272,2053.7318,0.195
273,2053.7318,8.96
274,2053.7318,9.76
275,2053.7318,0.195
276,2053.7318,0.195
277,2053.7318,9.1
278,2053.7318,0.194
279,2053.7318,0.194
280,2053.7318,6.85
281,2053.7318,0.195
282,2053.7318,5.82
283,2053.7318,9.86
284,2053.7318,8.83
285,2053.7318,8.42
286,2053.7318,8.44
287,1899.0762899999997,10.7
288,1899.0762899999997,10.6
289,1899.0762899999997,10.9
290,1899.0762899999997,10.6
291,1899.0762899999997,10.4
292,1899.0762899999997,11.9
293,1899.0762899999997,11.1
294,1899.0762899999997,11.8
295,1899.0762899999997,11.0
296,1899.0762899999997,11.1
297,1899.0762899999997,11.5
298,1899.0762899999997,11.9
299,1899.0762899999997,11.8
300,1899.0762899999997,11.8
301,1899.0762899999997,11.9
302,1899.0762899999997,10.7
303,1899.0762899999997,10.6
304,1899.0762899999997,10.4
305,2053.7318,8.06
306,2053.7318,8.5
307,2053.7318,8.15
308,2053.7318,9.1
309,2053.7318,8.6
310,2053.7318,8.56
311,2053.7318,9.19
312,2053.7318,8.72
313,2053.7318,8.78
314,2053.7318,8.61
315,2053.7318,9.07
316,2053.7318,2.13
317,2053.7318,9.22
318,2053.7318,8.49
319,2053.7318,8.47
320,1899.0762899999997,0.187
321,1899.0762899999997,11.1
322,1899.0762899999997,11.1
323,1899.0762899999997,1.96
324,1899.0762899999997,11.5
325,1899.0762899999997,0.184
326,1899.0762899999997,0.004
327,1899.0762899999997,8.97
328,1899.0762899999997,0.187
329,1899.0762899999997,1.38
330,1899.0762899999997,11.6
331,1899.0762899999997,0.195
332,1899.0762899999997,8.96
333,1899.0762899999997,10.8
334,1899.0762899999997,0.189
335,2027.6887600000002,11.3
336,2027.6887600000002,11.3
337,2027.6887600000002,11.8
338,2027.6887600000002,11.9
339,2027.6887600000002,11.8
340,2027.6887600000002,10.8
341,2027.6887600000002,10.7
342,2027.6887600000002,10.9
343,1705.07851,2.24
344,591.52202,0.195
345,591.52202,0.195
346,1413.3252,11.9
347,1496.23622,0.195
348,1496.23622,0.195
349,1496.23622,0.195
350,1496.23622,0.195
351,1496.23622,0.195
352,1496.23622,0.195
353,1496.23622,0.195
354,1496.23622,0.195
355,1496.23622,0.195
356,1496.23622,0.195
357,1496.23622,0.195
358,1496.23622,0.195
359,1496.23622,0.195
360,1496.23622,0.195
361,1496.23622,0.195
362,1496.23622,0.195
363,1496.23622,0.195
364,1496.23622,0.195
365,1496.23622,0.195
366,1496.23622,0.195
367,1496.23622,0.445
368,1496.23622,0.195
369,1496.23622,0.195
370,1496.23622,0.195
371,1496.23622,0.195
372,1496.23622,0.195
373,1496.23622,0.195
374,1496.23622,0.195
375,1496.23622,0.195
376,1496.23622,0.835
377,1496.23622,0.195
378,1496.23622,0.195
379,1496.23622,0.195
380,1496.23622,0.195
381,1496.23622,0.195
382,1496.23622,0.195
383,1496.23622,0.195
384,1009.6847300000001,5.64
385,1009.6847300000001,5.59
386,1009.6847300000001,6.34
387,1009.6847300000001,6.28
388,2006.64578,11.7
389,2006.64578,10.9
390,2006.64578,9.76
391,2006.64578,9.11
392,1680.1034899999997,0.195
393,1468.6845,11.3
394,1468.6845,11.1
395,1468.6845,0.281
396,1009.6847300000001,7.22
397,1009.6847300000001,7.57
398,1009.6847300000001,0.703
399,1009.6847300000001,0.541
400,1009.6847300000001,2.39
401,1009.6847300000001,2.71
402,574.4479200000001,1.87
403,574.4479200000001,1.22
404,938.00312,2.69
405,938.00312,2.79
406,1040.45494,8.64
407,1040.45494,8.7
408,740.31746,10.6
409,740.31746,9.23
410,104.11349,7.86
411,104.11349,8.41
412,895.0659699999999,3.73
413,895.0659699999999,3.85
414,895.0659699999999,8.85
415,895.0659699999999,9.23
416,104.11349,6.91
417,104.11349,6.72
418,454.78109000000006,0.282
419,454.78109000000006,0.185
420,1705.07851,8.07
421,1044.84623,0.398
422,1044.84623,0.146
423,1044.84623,0.364
424,1044.84623,0.364
425,1364.7616,0.195
426,1364.7616,0.195
427,1144.9166300000002,5.64
428,1144.9166300000002,5.38
429,1144.9166300000002,1.21
430,1144.9166300000002,1.03
431,1361.24804,2.46
432,1361.24804,3.51
433,1361.24804,0.187
434,1361.24804,1.01
435,1536.6352,0.195
436,1536.6352,0.195
437,873.35281,6.28
438,873.35281,0.195
439,873.35281,0.339
440,873.35281,0.241
441,873.35281,0.195
442,1044.84623,0.195
443,1044.84623,0.195
444,970.66955,6.7
445,970.66955,6.7
446,678.4936799999999,11.0
447,678.4936799999999,9.07
448,1144.9166300000002,0.195
449,1144.9166300000002,0.17800000000000002
450,1144.9166300000002,3.98
451,1144.9166300000002,2.87
452,1361.24804,1.43
453,1361.24804,1.3
454,1536.6352,1.4
455,1536.6352,1.49
456,1536.6352,0.541
457,1536.6352,0.205
458,1150.4098099999999,7.26
459,1150.4098099999999,6.95
460,1361.24804,3.11
461,1361.24804,2.81
462,1306.33435,8.31
463,1306.33435,7.84
464,1306.33435,6.47
465,1306.33435,6.43
466,1306.33435,5.7
467,1306.33435,5.34
468,1361.24804,2.68
469,1361.24804,8.59
470,1361.24804,7.93
471,1016.16392,0.195
472,1016.16392,0.195
473,1536.6352,1.12
474,1536.6352,1.02
475,1536.6352,0.359
476,1536.6352,0.523
477,595.16795,0.195
478,1705.07851,0.195
479,1340.58389,0.255
480,1340.58389,0.292
481,189.65515,0.195
482,189.65515,0.195
483,1713.0876899999998,0.282
484,1713.0876899999998,1.07
485,1016.16392,0.195
486,1016.16392,0.213
487,563.9889,4.01
488,563.9889,3.77
489,224.77337999999997,7.84
490,885.74786,0.718
491,885.74786,0.838
492,32.22404,1.13
493,32.22404,1.13
494,32.22404,0.528
495,32.22404,0.5489999999999999
496,32.22404,0.195
497,32.22404,0.195
498,61.92555,0.189
499,61.92555,1.32
500,1612.0096,6.08
501,1612.0096,5.84
502,1612.0096,5.56
503,1612.0096,6.0
504,1612.0096,6.09
505,1612.0096,5.72
506,1612.0096,5.54
507,1612.0096,5.02
508,1612.0096,4.79
509,1612.0096,5.07
510,1612.0096,4.13
511,64.95470999999999,3.38
512,64.95470999999999,2.23
513,64.95470999999999,2.41
514,31.51571,0.196
515,31.51571,0.196
516,31.51571,0.196
517,31.51571,0.195
518,31.51571,0.194
519,31.51571,0.5
520,31.51571,1.0
521,31.51571,1.06
522,31.51571,0.98
523,31.51571,4.07
524,31.51571,4.41
525,101.43514,0.688
526,764.58387,0.996
527,764.58387,0.996
528,677.23914,2.74
529,677.23914,1.46
530,1.6029799999999998,0.996
531,1.6029799999999998,0.996
532,956.0413199999999,11.3
533,956.0413199999999,9.27
534,542.6705099999999,6.36
535,828.3040900000001,0.996
536,828.3040900000001,0.996
537,101.43514,5.57
538,101.43514,4.2
539,132.76471,0.996
540,132.76471,4.03
541,132.76471,2.25
542,132.76471,1.64
543,238.44671,0.98
544,238.44671,0.996
545,138.28578000000002,4.47
546,138.28578000000002,4.37
547,51.3223,0.993
548,51.3223,0.996
549,60.77105,0.878
550,60.77105,0.5
551,60.77105,0.996
552,3.3561300000000003,0.5
553,3.3561300000000003,0.996
554,31.18982,3.72
555,31.18982,4.46
556,23.32761,0.996
557,23.32761,0.996
558,246.19906,2.08
559,215.5951,0.994
560,215.5951,0.996
561,75.74025,0.996
562,75.74025,0.996
563,389.10402999999997,5.21
564,389.10402999999997,2.9
565,541.44517,4.65
566,541.44517,4.27
567,541.44517,4.18
568,350.59483,4.57
569,350.59483,2.68
570,842.2534,3.49
571,842.2534,3.5
572,76.87482,0.996
573,400.64746,1.99
574,400.64746,0.993
575,105.43319,1.55
576,105.43319,1.52
577,461.79424000000006,0.68
578,461.79424000000006,1.57
579,692.07199,7.26
580,692.07199,9.78
581,1015.0849300000001,4.7
582,1015.0849300000001,4.51
583,1015.0849300000001,5.98
584,1015.0849300000001,0.996
585,1015.0849300000001,0.996
586,928.71641,0.996
587,928.71641,0.996
588,928.71641,0.996
589,314.84783,0.995
590,314.84783,0.971
591,446.34567000000004,0.996
592,446.34567000000004,0.996
593,81.62246999999999,0.981
594,16.725379999999998,0.996
595,4.2922400000000005,0.996
596,3.3561300000000003,0.5
597,0.0,0.785
598,0.0,0.994
599,34.18444,0.91
600,54.612269999999995,0.996
601,54.612269999999995,0.996
602,54.612269999999995,0.996
603,54.612269999999995,0.996
604,54.612269999999995,0.996
605,515.9695,1.15
606,225.65427000000003,0.994
607,76.87482,3.22
608,888.04971,3.06
609,1059.3333,0.996
610,1059.3333,0.996
611,836.7208400000001,3.93
612,81.62246999999999,0.993
613,4.2922400000000005,0.995
614,166.17087,1.03
615,54.612269999999995,0.996
616,5.40523,2.84
617,1136.79204,1.22
618,903.9722300000001,0.974
619,903.9722300000001,0.996
620,373.7553,0.996
621,337.9886,6.28
622,337.9886,7.81
623,84.63989000000001,0.996
624,84.63989000000001,0.996
625,77.94360999999999,0.996
626,77.94360999999999,0.996
627,182.51269,1.5
628,42.492509999999996,0.996
629,42.492509999999996,0.996
630,58.2328,0.996
631,52.25219,0.996
632,43.02724,0.996
633,43.02724,0.996
634,46.36951,1.14
635,46.36951,0.994
636,46.36951,0.996
637,46.36951,0.996
638,60.77105,4.52
639,14.02181,0.996
640,14.02181,0.996
641,91.05806,0.996
642,91.05806,0.99
643,304.23458,1.36
644,304.23458,1.1
645,106.35171000000001,1.64
646,106.35171000000001,0.996
647,22.65908,0.996
648,22.65908,0.996
649,424.77445,5.23
650,424.77445,3.88
651,660.79791,4.82
652,660.79791,4.98
653,400.72642,2.95
654,633.5676900000001,0.996
655,633.5676900000001,5.06
656,633.5676900000001,7.09
657,677.23914,2.97
658,677.23914,6.9
659,705.52396,3.71
660,705.52396,3.58
661,188.6292,2.65
662,134.0221,0.996
663,134.0221,0.996
664,26.193720000000003,0.996
665,26.193720000000003,0.996
666,12.62112,0.983
667,12.62112,0.995
668,0.0,2.21
669,0.0,0.994
670,0.0,0.979
671,45.74337,0.996
672,45.74337,0.996
673,64.39804000000001,3.22
674,64.39804000000001,0.993
675,97.76413000000001,4.08
676,97.76413000000001,4.23
677,81.62246999999999,5.54
678,223.12662000000003,5.4
679,223.12662000000003,4.48
680,30.663320000000002,0.996
681,30.663320000000002,0.996
682,202.6071,4.64
683,202.6071,4.18
684,13.887020000000001,0.996
685,13.887020000000001,0.996
686,13.887020000000001,0.996
687,338.34347,1.57
688,338.34347,1.61
689,400.0227,0.996
690,400.0227,0.996
691,632.32893,2.97
692,632.32893,0.996
693,2.2277299999999998,0.996
694,2.2277299999999998,0.994
695,106.93131000000001,1.22
696,106.93131000000001,1.45
697,666.50008,0.996
698,666.50008,0.996
699,963.5336699999999,0.996
700,963.5336699999999,0.996
701,413.33505,0.996
702,413.33505,0.996
703,617.5987200000001,0.996
704,617.5987200000001,1.31
705,748.14571,0.996
706,176.35201,0.996
707,176.35201,0.996
708,16.43846,0.996
709,857.63722,4.85
710,857.63722,5.21
711,724.22654,0.996
712,724.22654,0.996
713,885.07165,0.983
714,885.07165,0.985
715,885.07165,0.996
716,885.07165,0.996
717,844.6457199999999,8.17
718,844.6457199999999,7.74
719,657.1123299999999,2.11
720,657.1123299999999,2.05
721,656.1610000000001,6.0
722,656.1610000000001,6.21
723,592.75702,1.46
724,592.75702,1.41
725,59.22189,2.28
726,59.22189,1.4
727,4.7417300000000004,1.64
728,864.6156900000001,6.96
729,864.6156900000001,6.93
730,940.2656,8.88
731,956.0413199999999,0.996
732,956.0413199999999,1.06
733,537.63372,3.1
734,537.63372,3.42
735,705.52396,9.11
736,705.52396,11.0
737,542.6705099999999,6.13
738,709.12464,8.92
739,709.12464,6.97
740,709.12464,3.99
741,709.12464,4.14
742,479.70730999999995,9.67
743,479.70730999999995,9.26
744,112.72613999999999,0.975
745,112.72613999999999,0.996
746,9.212860000000001,1.26
747,9.212860000000001,0.996
748,910.8375599999999,6.96
749,910.8375599999999,6.94
750,9.83855,0.968
751,9.83855,0.982
752,107.12295,1.69
753,18.06775,1.29
754,18.06775,3.62
755,205.97939,1.44
756,205.97939,3.61
757,139.16405,1.13
758,139.16405,1.34
759,41.6753,1.46
760,41.6753,0.996
761,114.57014,1.45
762,114.57014,2.38
763,11.222430000000001,0.996
764,11.222430000000001,0.996
765,67.15895,0.996
766,67.15895,0.996
767,97.67945999999999,0.996
768,97.67945999999999,0.936
769,97.67945999999999,0.996
770,154.43492,2.23
771,154.43492,2.4
772,201.70494,0.996
773,201.70494,0.996
774,50.49405,0.996
775,50.49405,0.996
776,92.89695999999999,0.996
777,92.89695999999999,0.996
778,31.630359999999996,2.46
779,31.630359999999996,0.985
780,92.89695999999999,0.996
781,92.89695999999999,0.996
782,5.9013,0.996
783,5.9013,2.16
784,8.26309,0.996
785,8.26309,0.996
786,51.3223,0.995
787,51.3223,0.996
788,36.54208,0.996
789,36.54208,0.996
790,50.605059999999995,0.996
791,50.605059999999995,0.996
792,13.561860000000001,0.996
793,13.561860000000001,0.996
794,214.63918999999999,0.996
795,214.63918999999999,0.996
796,126.9541,2.61
797,126.9541,2.57
798,35.712990000000005,0.996
799,35.712990000000005,0.996
800,35.712990000000005,0.996
801,63.09946,0.996
802,63.09946,0.996
803,656.1610000000001,2.37
804,963.5336699999999,6.47
805,963.5336699999999,7.08
806,799.20678,0.996
807,13.944020000000002,1.51
808,13.944020000000002,0.996
809,6.06029,0.996
810,6.06029,0.994
811,8.47863,0.947
812,400.64746,0.996
813,400.64746,2.55
814,400.64746,1.7
815,37.35884,0.996
816,37.35884,0.996
817,49.64031,1.1
818,49.64031,1.26
819,47.27688,0.996
820,47.27688,0.996
821,58.452940000000005,0.991
822,58.452940000000005,0.957
823,147.80898,0.996
824,147.80898,0.996
825,373.7553,0.994
826,175.49021000000002,5.51
827,175.49021000000002,5.24
828,238.44671,0.996
829,238.44671,0.996
830,52.25219,0.996
831,52.25219,0.994
832,49.50797,0.995
833,12.89602,0.996
834,389.86759,0.967
835,545.95334,0.9
836,545.95334,0.996
837,146.75156,0.996
838,146.75156,0.996
839,108.47755,0.996
840,108.47755,0.996
841,79.0069,0.996
842,79.0069,0.996
843,12.62112,0.996
844,12.62112,0.996
845,33.81272,0.996
846,33.81272,0.996
847,40.69462,0.996
848,26.1771,0.989
849,26.1771,0.996
850,26.98725,0.989
851,26.98725,0.996
852,659.5684,0.7709999999999999
853,706.60017,0.996
854,706.60017,0.996
855,10.711319999999999,0.5
856,10.711319999999999,0.996
857,1142.53763,0.728
858,833.3313,0.75
859,833.3313,0.996
860,833.3313,0.996
861,27.007240000000003,0.995
862,27.007240000000003,0.996
863,383.66987,3.9
864,383.66987,5.64
865,692.07199,0.919
866,565.06315,0.996
867,15.85484,4.07
868,39.34176,0.996
869,39.34176,0.995
870,836.7208400000001,0.996
871,836.7208400000001,0.993
872,390.3258,0.996
873,390.3258,1.44
874,353.56248999999997,0.996
875,54.612269999999995,0.996
876,267.78176,0.996
877,4.46681,0.996
878,4.46681,0.996
879,874.44805,0.996
880,155.8531,0.988
881,92.27684,0.0
882,92.27684,0.996
883,92.27684,0.996
884,841.00262,0.996
885,841.00262,0.996
886,841.00262,0.996
887,518.68661,2.77
888,518.68661,2.79
889,952.28385,0.996
890,111.12253,0.995
891,111.12253,0.995
892,1037.7354699999999,2.87
893,1037.7354699999999,3.81
894,108.47755,0.996
895,1120.53079,0.932
896,47.27688,0.991
897,47.27688,0.996
898,471.45318,4.67
899,31.51571,1.55
900,787.9078,0.996
901,787.9078,0.996
902,885.07165,2.13
903,885.07165,1.05
904,107.12295,0.996
905,64.71115999999999,0.994
906,64.71115999999999,0.996
907,16.83465,0.996
908,16.83465,0.996
909,66.16371,0.996
910,66.16371,0.996
911,84.13835,0.995
912,4.67002,0.996
913,4.67002,0.996
914,527.17455,0.985
915,80.50338,0.996
916,46.44917,0.996
917,46.44917,0.996
918,984.6410000000001,0.996
919,40.1632,0.996
920,33.97766,0.5
921,33.97766,0.996
922,75.74025,1.17
923,461.79424000000006,1.39
924,81.62246999999999,0.996
925,246.93046,3.3
926,246.93046,3.29
927,760.3059400000001,1.32
928,760.3059400000001,10.6
929,33.97766,0.196
930,33.97766,0.5
931,33.97766,0.5
932,33.97766,0.5
933,3.3561300000000003,0.996
934,104.59506,6.67
935,104.59506,0.992
936,104.59506,0.944
937,104.59506,0.971
938,333.29932,5.72
939,333.29932,1.74
940,333.29932,0.991
941,333.29932,1.12
942,333.29932,2.31
943,333.29932,0.996
944,333.29932,0.996
945,333.29932,0.993
946,333.29932,0.994
947,333.29932,0.977
948,333.29932,0.993
949,333.29932,0.993
950,333.29932,0.954
951,333.29932,0.985
952,333.29932,0.984
953,333.29932,1.93
954,333.29932,1.25
955,333.29932,0.838
956,333.29932,2.67
957,333.29932,3.32
958,333.29932,1.66
959,333.29932,1.01
960,333.29932,0.994
961,333.29932,0.996
962,333.29932,1.69
963,333.29932,3.16
964,333.29932,5.25
965,333.29932,1.05
966,333.29932,0.981
967,333.29932,4.7
968,333.29932,2.86
969,333.29932,0.959
970,333.29932,0.986
971,333.29932,1.66
972,333.29932,0.989
973,333.29932,3.78
974,333.29932,2.09
975,333.29932,3.15
976,333.29932,5.49
977,333.29932,3.33
978,333.29932,3.67
979,333.29932,4.46
980,333.29932,0.8290000000000001
981,333.29932,2.79
982,333.29932,3.47
983,333.29932,5.89
984,333.29932,0.974
985,333.29932,0.972
986,333.29932,0.996
987,333.29932,0.995
988,333.29932,0.996
989,333.29932,0.953
990,333.29932,3.02
991,333.29932,0.989
992,333.29932,0.953
993,333.29932,1.07
994,333.29932,0.996
995,333.29932,0.948
996,333.29932,0.963
997,333.29932,0.977
998,333.29932,0.982
999,333.29932,0.966
1000,333.29932,0.981
1001,333.29932,2.29
1002,333.29932,0.987
1003,333.29932,2.04
1004,333.29932,1.3
1005,13.887020000000001,0.996
1006,13.887020000000001,1.89
1007,907.2645,0.996
1008,907.2645,0.992
1009,705.52396,7.94
1010,150.47196,0.996
1011,449.46397,0.996
1012,885.07165,0.996
1013,514.97871,6.03
1014,514.97871,7.59
1015,821.40386,0.988
1016,545.95334,0.996
1017,866.78309,8.16
1018,38.223890000000004,0.996
1019,314.84783,0.995
1020,657.1123299999999,0.996
1021,3.09292,2.79
1022,833.3313,0.996
1023,449.46397,0.189
1024,667.81035,0.17800000000000002
1025,1229.52316,11.4
1026,1229.52316,9.9
1027,1229.52316,9.74
1028,1229.52316,9.62
1029,104.51973000000001,3.55
1030,104.51973000000001,6.56
1031,789.01725,6.07
1032,789.01725,6.01
1033,789.01725,6.18
1034,789.01725,4.96
1035,789.01725,5.99
1036,789.01725,5.26
1037,789.01725,5.18
1038,789.01725,4.6
1039,789.01725,4.01
1040,789.01725,3.22
1041,789.01725,5.55
1042,789.01725,8.81
1043,789.01725,10.3
1044,789.01725,4.82
1045,789.01725,8.63
1046,789.01725,2.72
1047,789.01725,2.1
1048,789.01725,4.83
1049,789.01725,7.41
1050,789.01725,5.05
1051,789.01725,5.39
1052,789.01725,5.97
1053,789.01725,6.08
1054,789.01725,6.27
1055,789.01725,5.71
1056,789.01725,5.99
1057,789.01725,5.84
1058,789.01725,5.38
1059,789.01725,0.9
1060,789.01725,4.34
1061,789.01725,3.93
1062,789.01725,6.67
1063,892.82658,0.9
1064,892.82658,0.9
1065,104.51973000000001,3.46
1066,104.51973000000001,0.191
1067,3.7638800000000003,2.3
1068,3.7638800000000003,1.0
1069,3.7638800000000003,1.5
1070,3.7638800000000003,0.9
1071,3.7638800000000003,2.09
1072,3.7638800000000003,1.27
1073,3.7638800000000003,0.9
1074,3.7638800000000003,0.9
1075,3.7638800000000003,0.9
1076,3.7638800000000003,0.89
1077,3.7638800000000003,1.2
1078,3.7638800000000003,2.2
1079,31.51571,4.08
1080,31.51571,0.9
1081,31.51571,0.9
1082,31.51571,9.2
1083,31.51571,2.8
1084,31.51571,9.14
1085,31.51571,3.33
1086,859.9854,0.196
1087,1402.78859,8.12
1088,1402.78859,7.25
1089,1402.78859,6.9
1090,1402.78859,8.31
1091,1402.78859,7.76
1092,1138.8110800000002,4.95
1093,1138.8110800000002,5.03
1094,1138.8110800000002,4.95
1095,1138.8110800000002,4.79
1096,1138.8110800000002,4.85
1097,1138.8110800000002,4.9
1098,1138.8110800000002,5.18
1099,1138.8110800000002,4.91
1100,1138.8110800000002,0.196
1101,205.83032,0.99
1102,340.98658,0.805
1103,340.98658,6.49
1104,1058.11443,0.9
1105,697.5017,6.39
1106,697.5017,6.33
1107,697.5017,8.16
1108,697.5017,3.83
1109,697.5017,4.69
1110,367.65313,0.195
1111,367.65313,0.604
1112,367.65313,0.196
1113,367.65313,0.195
1114,367.65313,0.196
1115,367.65313,0.483
1116,474.0628,6.8
1117,474.0628,6.61
1118,474.0628,4.39
1119,1387.02275,7.8
1120,1387.02275,7.83
1121,1387.02275,8.51
1122,1387.02275,9.0
1123,1387.02275,9.19
1124,1387.02275,9.01
1125,1387.02275,8.8
1126,1387.02275,8.25
1127,1387.02275,8.05
1128,1259.75449,4.69
1129,1259.75449,4.01
1130,1259.75449,4.56
1131,1259.75449,3.8
1132,1259.75449,4.45
1133,1259.75449,3.87
1134,1259.75449,4.01
1135,1259.75449,4.41
1136,1259.75449,4.26
