,Unnamed: 0,@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing,long,lat
19,20,http://environment.data.gov.uk/water-quality/data/measurement/NW-1444725-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000048,NW-88000048,MISC SURFACE WATER DISCH IN DISTRICT 3,2000-09-25 10:16:00,Nitrate-N,Nitrate as N,117,,0.996,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
20,21,http://environment.data.gov.uk/water-quality/data/measurement/NW-1444726-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000048,NW-88000048,MISC SURFACE WATER DISCH IN DISTRICT 3,2000-09-25 10:20:00,Nitrate-N,Nitrate as N,117,,1.2,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
21,22,http://environment.data.gov.uk/water-quality/data/measurement/NW-1445012-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000048,NW-88000048,MISC SURFACE WATER DISCH IN DISTRICT 3,2000-09-25 10:10:00,Nitrate-N,Nitrate as N,117,<,0.5,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING FORMAL (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
22,23,http://environment.data.gov.uk/water-quality/data/measurement/NW-1416740-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000057,NW-88000057,MISC SURFACE WATER DISCH IN DISTRICT 4,2000-02-29 16:35:00,Nitrate-N,Nitrate as N,117,,2.22,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING FORMAL (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
23,24,http://environment.data.gov.uk/water-quality/data/measurement/NW-1421217-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000057,NW-88000057,MISC SURFACE WATER DISCH IN DISTRICT 4,2000-04-04 12:38:00,Nitrate-N,Nitrate as N,117,,46.2,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING FORMAL (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
24,25,http://environment.data.gov.uk/water-quality/data/measurement/NW-1435118-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000066,NW-88000066,MISC SURFACE WATER DISCH IN MERSEYSIDE,2000-06-30 14:30:00,Nitrate-N,Nitrate as N,117,,0.9840000000000001,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
25,26,http://environment.data.gov.uk/water-quality/data/measurement/NW-1445300-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000073,NW-88000073,MISC RIVER SAMP (NOT CONT S/W) CHESHIRE,2000-09-28 14:31:00,Nitrate-N,Nitrate as N,117,,3.97,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
26,27,http://environment.data.gov.uk/water-quality/data/measurement/NW-1416225-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000075,NW-88000075,MISC SURFACE WATER DISCH IN DISTRICT 6,2000-02-18 11:00:00,Nitrate-N,Nitrate as N,117,,0.95,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
27,28,http://environment.data.gov.uk/water-quality/data/measurement/NW-1445302-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000075,NW-88000075,MISC SURFACE WATER DISCH IN DISTRICT 6,2000-09-28 14:30:00,Nitrate-N,Nitrate as N,117,,0.662,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
28,29,http://environment.data.gov.uk/water-quality/data/measurement/NW-1445852-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000075,NW-88000075,MISC SURFACE WATER DISCH IN DISTRICT 6,2000-09-28 14:31:00,Nitrate-N,Nitrate as N,117,,0.623,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
29,30,http://environment.data.gov.uk/water-quality/data/measurement/NW-1418948-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000077,NW-88000077,MISC TE DISCH (INC TIP DRAIN) IN DIST 6,2000-02-18 17:00:00,Nitrate-N,Nitrate as N,117,,3.28,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING FORMAL (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
30,31,http://environment.data.gov.uk/water-quality/data/measurement/NW-1421449-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88000082,NW-88000082,MISC RIVER SAMP (NOT CONT SW) IN DIST 7,2000-04-06 11:50:00,Nitrate-N,Nitrate as N,117,,1.08,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
31,32,http://environment.data.gov.uk/water-quality/data/measurement/NW-1434514-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88004783,NW-88004783,SALTERBECK INDUSTRIAL ESTATE DRAIN A,2000-06-29 12:40:00,Nitrate-N,Nitrate as N,117,,0.991,,mg/l,SURFACE DRAINAGE,False,PLANNED INVESTIGATION (LOCAL MONITORING),299930,526374,-3.5513807168390836,54.622553880150114
32,33,http://environment.data.gov.uk/water-quality/data/measurement/NW-1434257-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88004810,NW-88004810,"SALTERBECK IND EST S/W ""C"" TO ELLER BECK",2000-06-29 12:45:00,Nitrate-N,Nitrate as N,117,,0.988,,mg/l,SURFACE DRAINAGE,False,PLANNED INVESTIGATION (LOCAL MONITORING),299828,526174,-3.55289137714244,54.6207369492597
33,34,http://environment.data.gov.uk/water-quality/data/measurement/NW-1411013-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88009833,NW-88009833,RILSHAW BROOK AT RILSHAW LANE,2000-01-19 13:30:00,Nitrate-N,Nitrate as N,117,,6.57,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),367050,365850,-2.494578621727361,53.188712015659135
34,35,http://environment.data.gov.uk/water-quality/data/measurement/NW-1412888-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88009879,NW-88009879,MCBRIDES TRADE EFFLUENT TO UNNAMED TRIB,2000-02-21 12:15:00,Nitrate-N,Nitrate as N,117,,0.253,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),384500,434900,-2.2368675976009604,53.81015459996582
35,36,http://environment.data.gov.uk/water-quality/data/measurement/NW-1444530-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88020022,NW-88020022,MISC SAMPLES ON TAME GOYT ETHEROW LEAP,2000-09-22 11:55:00,Nitrate-N,Nitrate as N,117,,3.11,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
36,37,http://environment.data.gov.uk/water-quality/data/measurement/NW-1425307-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NW-88020023,NW-88020023,MISC SAMPLES ON BOLLIN UPPER MERSEY LEAP,2000-05-12 12:50:00,Nitrate-N,Nitrate as N,117,,0.9209999999999999,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,4,-0.6091310564465514,49.891933160310174
37,38,http://environment.data.gov.uk/water-quality/data/measurement/SO-602084-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-E0001062,SO-E0001062,COLDHARBOUR SLUICE-*CLOSED*,2000-04-14 12:29:00,Nitrate-N,Nitrate as N,117,,1.97,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),592200,167250,0.7599687636670148,51.37177237267318
38,39,http://environment.data.gov.uk/water-quality/data/measurement/SO-599870-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-E0001396,SO-E0001396,STREAM NR BOREHOLE 8-*CLOSED*,2000-03-07 09:42:00,Nitrate-N,Nitrate as N,117,,5.11,,mg/l,SURFACE DRAINAGE,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),616300,160190,1.1014168520589078,51.29972364934356
39,40,http://environment.data.gov.uk/water-quality/data/measurement/SO-610233-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-E0001396,SO-E0001396,STREAM NR BOREHOLE 8-*CLOSED*,2000-07-31 12:00:00,Nitrate-N,Nitrate as N,117,,7.54,,mg/l,SURFACE DRAINAGE,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),616300,160190,1.1014168520589078,51.29972364934356
40,41,http://environment.data.gov.uk/water-quality/data/measurement/SO-620421-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-E0001396,SO-E0001396,STREAM NR BOREHOLE 8-*CLOSED*,2000-11-29 14:27:00,Nitrate-N,Nitrate as N,117,,3.9,,mg/l,SURFACE DRAINAGE,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),616300,160190,1.1014168520589078,51.29972364934356
41,42,http://environment.data.gov.uk/water-quality/data/measurement/SO-622894-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-E0004500,SO-E0004500,LEYSDOWN EC SWO,2000-08-15 11:15:00,Nitrate-N,Nitrate as N,117,,2.6,,mg/l,SURFACE DRAINAGE,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),603400,170800,0.9226933426903203,51.39975320471072
42,43,http://environment.data.gov.uk/water-quality/data/measurement/SO-596172-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002486,SO-F0002486,HORTON SEWER U/S SLUICE-*CLOSED*,2000-01-06 11:30:00,Nitrate-N,Nitrate as N,117,,4.97,,mg/l,SURFACE DRAINAGE,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),520210,113080,-0.2917345545701452,50.90468785731394
43,44,http://environment.data.gov.uk/water-quality/data/measurement/SO-601394-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002486,SO-F0002486,HORTON SEWER U/S SLUICE-*CLOSED*,2000-04-06 13:00:00,Nitrate-N,Nitrate as N,117,,3.91,,mg/l,SURFACE DRAINAGE,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),520210,113080,-0.2917345545701452,50.90468785731394
44,45,http://environment.data.gov.uk/water-quality/data/measurement/SO-608752-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002486,SO-F0002486,HORTON SEWER U/S SLUICE-*CLOSED*,2000-07-13 12:55:00,Nitrate-N,Nitrate as N,117,,6.4,,mg/l,SURFACE DRAINAGE,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),520210,113080,-0.2917345545701452,50.90468785731394
45,46,http://environment.data.gov.uk/water-quality/data/measurement/SO-596174-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002515,SO-F0002515,BURGESS HILL TIP CULVERT OUT,2000-01-07 11:15:00,Nitrate-N,Nitrate as N,117,,3.97,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),531480,120490,-0.1288677663333138,50.96883140613651
46,47,http://environment.data.gov.uk/water-quality/data/measurement/SO-598888-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002515,SO-F0002515,BURGESS HILL TIP CULVERT OUT,2000-02-25 11:00:00,Nitrate-N,Nitrate as N,117,,7.1,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),531480,120490,-0.1288677663333138,50.96883140613651
47,48,http://environment.data.gov.uk/water-quality/data/measurement/SO-600042-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002515,SO-F0002515,BURGESS HILL TIP CULVERT OUT,2000-03-16 00:00:00,Nitrate-N,Nitrate as N,117,,2.16,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),531480,120490,-0.1288677663333138,50.96883140613651
48,49,http://environment.data.gov.uk/water-quality/data/measurement/SO-605182-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002515,SO-F0002515,BURGESS HILL TIP CULVERT OUT,2000-05-31 10:10:00,Nitrate-N,Nitrate as N,117,,3.8,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),531480,120490,-0.1288677663333138,50.96883140613651
49,50,http://environment.data.gov.uk/water-quality/data/measurement/SO-606785-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002515,SO-F0002515,BURGESS HILL TIP CULVERT OUT,2000-06-21 10:45:00,Nitrate-N,Nitrate as N,117,,3.18,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),531480,120490,-0.1288677663333138,50.96883140613651
50,51,http://environment.data.gov.uk/water-quality/data/measurement/SO-609144-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002515,SO-F0002515,BURGESS HILL TIP CULVERT OUT,2000-07-18 10:35:00,Nitrate-N,Nitrate as N,117,,2.1,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),531480,120490,-0.1288677663333138,50.96883140613651
51,52,http://environment.data.gov.uk/water-quality/data/measurement/SO-617369-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002515,SO-F0002515,BURGESS HILL TIP CULVERT OUT,2000-10-27 11:30:00,Nitrate-N,Nitrate as N,117,,2.4,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),531480,120490,-0.1288677663333138,50.96883140613651
52,53,http://environment.data.gov.uk/water-quality/data/measurement/SO-600592-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002747,SO-F0002747,CASTLE GORING TIP HOLT FARM,2000-03-27 12:58:00,Nitrate-N,Nitrate as N,117,,1.1,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),510450,105830,-0.4326714101553932,50.84146495588531
53,54,http://environment.data.gov.uk/water-quality/data/measurement/SO-603606-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002747,SO-F0002747,CASTLE GORING TIP HOLT FARM,2000-05-11 13:05:00,Nitrate-N,Nitrate as N,117,,1.09,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),510450,105830,-0.4326714101553932,50.84146495588531
54,55,http://environment.data.gov.uk/water-quality/data/measurement/SO-609432-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002747,SO-F0002747,CASTLE GORING TIP HOLT FARM,2000-07-20 09:46:00,Nitrate-N,Nitrate as N,117,,0.9,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),510450,105830,-0.4326714101553932,50.84146495588531
55,56,http://environment.data.gov.uk/water-quality/data/measurement/SO-614726-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002747,SO-F0002747,CASTLE GORING TIP HOLT FARM,2000-09-27 12:25:00,Nitrate-N,Nitrate as N,117,,0.9,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),510450,105830,-0.4326714101553932,50.84146495588531
56,57,http://environment.data.gov.uk/water-quality/data/measurement/SO-623568-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002747,SO-F0002747,CASTLE GORING TIP HOLT FARM,2000-10-03 10:05:00,Nitrate-N,Nitrate as N,117,,0.9,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),510450,105830,-0.4326714101553932,50.84146495588531
57,58,http://environment.data.gov.uk/water-quality/data/measurement/SO-616455-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002747,SO-F0002747,CASTLE GORING TIP HOLT FARM,2000-10-20 11:05:00,Nitrate-N,Nitrate as N,117,,0.9,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),510450,105830,-0.4326714101553932,50.84146495588531
58,59,http://environment.data.gov.uk/water-quality/data/measurement/SO-618542-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002747,SO-F0002747,CASTLE GORING TIP HOLT FARM,2000-11-08 10:51:00,Nitrate-N,Nitrate as N,117,,0.9,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),510450,105830,-0.4326714101553932,50.84146495588531
59,60,http://environment.data.gov.uk/water-quality/data/measurement/SO-600682-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002847,SO-F0002847,CLAPHAM CLAY PIT U/S-*CLOSED*,2000-03-27 13:17:00,Nitrate-N,Nitrate as N,117,,0.196,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),509290,106090,-0.44906267374960995,50.84402217441004
60,61,http://environment.data.gov.uk/water-quality/data/measurement/SO-600683-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002848,SO-F0002848,A280 RD CULVERT-*CLOSED*,2000-03-27 13:10:00,Nitrate-N,Nitrate as N,117,,4.91,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),509220,106110,-0.45005057676456817,50.84421516260608
61,62,http://environment.data.gov.uk/water-quality/data/measurement/SO-603607-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002848,SO-F0002848,A280 RD CULVERT-*CLOSED*,2000-05-11 12:50:00,Nitrate-N,Nitrate as N,117,,1.5,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),509220,106110,-0.45005057676456817,50.84421516260608
62,63,http://environment.data.gov.uk/water-quality/data/measurement/SO-609433-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002848,SO-F0002848,A280 RD CULVERT-*CLOSED*,2000-07-20 09:34:00,Nitrate-N,Nitrate as N,117,,3.48,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),509220,106110,-0.45005057676456817,50.84421516260608
63,64,http://environment.data.gov.uk/water-quality/data/measurement/SO-614728-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SO-F0002848,SO-F0002848,A280 RD CULVERT-*CLOSED*,2000-09-27 12:10:00,Nitrate-N,Nitrate as N,117,,3.77,,mg/l,SURFACE DRAINAGE,True,COMPLIANCE AUDIT (PERMIT),509220,106110,-0.45005057676456817,50.84421516260608
